No,AQI
33945,93.7222071
33946,110.2718517
33947,87.69615842
33948,84.2707419
33949,88.70281618
33950,80.44654387
33951,86.49422212
33952,92.44422504
33953,109.3189828
33954,121.8434132
33955,160.1393185
33956,145.7678602
33957,154.592331
33958,172.3830561
33959,188.8780609
33960,163.9948431
33961,133.8443571
33962,196.1755044
33963,141.1373837
33964,144.3713498
33965,115.0351488
33966,89.76196057
33967,91.53334282
33968,100.8918264
33969,105.2420455
33970,96.82034617
33971,105.9641924
33972,65.12117913
33973,126.4250563
33974,111.0073492
33975,137.036998
33976,141.5686475
33977,150.1648693
33978,138.9539558
33979,137.4566871
33980,128.3703064
33981,131.0715181
33982,101.2410945
33983,107.9311982
33984,104.0743724
33985,106.287587
33986,97.90947919
33987,92.1649221
33988,93.74613339
33989,98.99321214
33990,85.26536267
33991,82.12271238
33992,85.71582396
33993,88.77228626
33994,95.23390619
33995,93.96904187
33996,96.29928724
33997,94.80398417
33998,96.19974773
33999,95.45385423
34000,95.98296988
34001,95.12761567
34002,95.06162969
34003,93.35491651
34004,92.69457247
34005,91.40829009
34006,121.5993873
34007,167.4852044
34008,174.826366
34009,212.7493628
34010,238.5322246
34011,182.8101651
34012,150.3175365
34013,55.52747609
34014,44.9245388
34015,30.4549001
34016,36.33434069
34017,47.39123097
34018,29.95404674
34019,25.5530912
34020,24.12991285
34021,22.20913123
34022,21.03736762
34023,18.16701409
34024,17.48749143
34025,17.49737403
34026,16.98769049
34027,17.88403999
34028,16.13081708
34029,16.18219778
34030,16.66027386
34031,16.77051867
34032,16.64548729
34033,16.06754189
34034,16.5520673
34035,15.73603877
34036,15.67786944
34037,15.64126869
34038,15.57165832
34039,15.53691219
34040,15.55414876
34041,15.50256658
34042,33.16857054
34043,22.65540831
34044,22.50094527
34045,22.19528814
34046,21.3691767
34047,23.97147907
34048,27.90538597
34049,23.27364292
34050,24.20839568
34051,21.7954854
34052,20.40296193
34053,21.68560376
34054,20.05561932
34055,19.76875802
34056,23.62603999
34057,28.36766382
34058,28.75515795
34059,23.64918775
34060,21.91533182
34061,22.22791158
34062,21.70719689
34063,31.57488527
34064,34.89193449
34065,35.69706146
34066,41.14666012
34067,57.21072618
34068,59.92214248
34069,59.53531273
34070,60.69836423
34071,94.50977303
34072,93.47536149
34073,131.3802073
34074,105.8027653
34075,94.40572848
34076,112.3468188
34077,132.6223892
34078,121.4378073
34079,165.0993677
34080,131.0146343
34081,113.5994057
34082,82.4656255
34083,72.5800008
34084,46.8349409
34085,74.84901041
34086,82.31998859
34087,79.70737371
34088,83.79426596
34089,97.71020959
34090,95.40063623
34091,106.8897443
34092,144.7370808
34093,170.429275
34094,144.7917348
34095,176.2971641
34096,242.9683114
34097,139.7415129
34098,233.1229372
34099,208.8302448
34100,196.7675412
34101,196.5883188
34102,141.9258408
34103,128.5173522
34104,89.96726812
34105,100.0037451
34106,95.88512721
34107,41.75088794
34108,34.73202032
34109,22.23186273
34110,23.40607999
34111,46.73191108
34112,44.79525537
34113,65.07331548
34114,74.61402633
34115,91.1366967
34116,114.7883645
34117,175.0177616
34118,179.0975896
34119,143.5230079
34120,124.5808165
34121,120.1141609
34122,209.7611512
34123,190.0667028
34124,147.0405828
34125,168.8391923
34126,157.0572438
34127,158.2635741
34128,151.9439754
34129,147.7348837
34130,158.2656219
34131,181.9053944
34132,186.4513793
34133,192.8549865
34134,182.3112304
34135,192.1033549
34136,197.7050045
34137,197.2181378
34138,196.8039806
34139,193.1652506
34140,175.1280601
34141,131.2989309
34142,218.968941
34143,218.2532396
34144,201.0651603
34145,221.2266112
34146,211.239098
34147,203.4377357
34148,232.9479032
34149,223.1286246
34150,162.252853
34151,193.1753138
34152,236.4652516
34153,256.6672263
34154,188.2087457
34155,193.6036857
34156,183.7572312
34157,224.2043958
34158,211.4425437
34159,235.3084968
34160,233.8080492
34161,217.3272467
34162,214.9236824
34163,246.5720464
34164,269.6076343
34165,268.2512989
34166,293.1597329
34167,380.2010987
34168,350.1952111
34169,343.7038812
34170,444.9522106
34171,474.4222623
34172,386.3091845
34173,409.0693577
34174,381.0437846
34175,274.9019652
34176,280.5602937
34177,259.5162298
34178,240.3219521
34179,273.8963055
34180,224.7939022
34181,210.3406228
34182,233.4435582
34183,302.1860137
34184,286.5634552
34185,315.7844083
34186,306.6515234
34187,299.0732454
34188,217.6534931
34189,280.9988481
34190,265.4189814
34191,304.7715083
34192,344.8356225
34193,361.7775915
34194,318.0252702
34195,343.9944405
34196,321.0963272
34197,331.642566
34198,310.5422145
34199,314.1618172
34200,304.2491588
34201,288.0877524
34202,267.6887022
34203,247.8105644
34204,188.524853
34205,200.8052833
34206,192.9806687
34207,135.6469063
34208,119.3874091
34209,95.96470889
34210,139.7900304
34211,153.4065951
34212,150.4711449
34213,194.2761729
34214,241.0204009
34215,222.6355845
34216,211.7536478
34217,207.4189437
34218,151.903141
34219,111.1828146
34220,111.8299185
34221,100.9124707
34222,101.5829833
34223,101.4509652
34224,88.31245632
34225,101.932874
34226,93.5524765
34227,93.46339784
34228,61.22005555
34229,70.42641648
34230,74.32285823
34231,69.5799051
34232,71.05346535
34233,71.48279998
34234,71.56996593
34235,70.67975895
34236,67.70546893
34237,66.92772367
34238,77.25395786
34239,71.83954597
34240,67.70798164
34241,59.97743781
34242,61.19603656
34243,77.23944029
34244,69.07744819
34245,69.28224953
34246,72.65001024
34247,87.28043695
34248,94.21686338
34249,68.99031235
34250,73.97424528
34251,70.26219487
34252,83.362039
34253,84.04009521
34254,75.29869238
34255,64.23331952
34256,62.90400304
34257,62.7809916
34258,64.02664259
34259,67.37135565
34260,110.4867073
34261,191.0052942
34262,117.8379425
34263,109.4005323
34264,162.5796409
34265,110.759879
34266,104.1601144
34267,131.113648
34268,107.080056
34269,117.720694
34270,127.4131447
34271,107.7522206
34272,108.2606054
34273,140.6723899
34274,117.676168
34275,66.61263682
34276,39.29421425
34277,40.8069769
34278,38.78724834
34279,38.14107649
34280,30.28363552
34281,36.98813793
34282,42.38975601
34283,54.32262645
34284,75.58564932
34285,71.47217358
34286,97.17071592
34287,125.8717764
34288,119.7283071
34289,179.6015355
34290,150.8385703
34291,140.0082062
34292,146.3920002
34293,148.4652346
34294,147.0285213
34295,198.2117231
34296,220.5539809
34297,187.6329631
34298,182.8321852
34299,180.454924
34300,221.2329596
34301,222.2063549
34302,213.7867524
34303,233.7652366
34304,269.8457422
34305,301.285192
34306,320.1798653
34307,304.5909117
34308,284.2030084
34309,310.8815336
34310,332.468559
34311,226.2848604
34312,249.971186
34313,307.9237069
34314,299.3552825
34315,330.6520191
34316,346.7913899
34317,283.8799289
34318,259.299281
34319,261.1372533
34320,302.9867423
34321,257.4471962
34322,276.6269606
34323,274.0891886
34324,244.8431361
34325,278.1795049
34326,284.1415885
34327,273.4033825
34328,243.3899809
34329,262.2674557
34330,295.4880197
34331,291.3205544
34332,276.9537587
34333,235.4851357
34334,302.0248673
34335,221.7440746
34336,294.4001671
34337,329.513525
34338,305.4816702
34339,304.7603344
34340,269.8179383
34341,281.7632432
34342,271.9289856
34343,294.1746267
34344,295.0220642
34345,289.5340627
34346,282.3544202
34347,204.152
34348,255.3561729
34349,307.0245961
34350,310.0821972
34351,321.5331248
34352,335.8098873
34353,250.073987
34354,257.5653366
34355,235.7754731
34356,242.2297805
34357,260.8899713
34358,258.4887752
34359,250.7008662
34360,259.2987539
34361,264.9594766
34362,248.7447068
34363,242.1396015
34364,193.488939
34365,217.8071739
34366,199.9773233
34367,204.6547889
34368,225.6455447
34369,185.6759357
34370,220.3109872
34371,244.0860955
34372,204.3567214
34373,187.428948
34374,263.9082285
34375,278.4872202
34376,248.1343289
34377,277.4991588
34378,270.9264385
34379,262.9745888
34380,306.2414611
34381,302.3605941
34382,316.6307081
34383,294.2065392
34384,306.1662125
34385,290.6490083
34386,321.1573758
34387,321.9360289
34388,325.3160075
34389,319.5087617
34390,302.5481558
34391,277.9891434
34392,297.2108216
34393,270.7035349
34394,266.275765
34395,232.8066268
34396,280.6664433
34397,284.0317806
34398,301.8037381
34399,321.331298
34400,360.695716
34401,360.9600589
34402,292.1779564
34403,283.9965447
34404,276.52729
34405,282.3833046
34406,301.5381269
34407,297.1577569
34408,333.8453731
34409,394.3367145
34410,309.0030461
34411,429.4741305
34412,441.6834651
34413,383.5817159
34414,328.0365351
34415,297.4366494
34416,287.230075
34417,311.3429607
34418,271.4280824
34419,328.6821226
34420,351.8474269
34421,334.2175182
34422,334.5585909
34423,385.2607844
34424,383.3217467
34425,370.2667724
34426,379.2477955
34427,382.4288257
34428,406.6108345
34429,387.8693937
34430,454.495112
34431,416.2668811
34432,418.904805
34433,427.353442
34434,399.7728608
34435,395.9128795
34436,367.265582
34437,334.6896337
34438,399.102311
34439,411.7181765
34440,374.4035113
34441,255.555053
34442,369.1523976
34443,406.7560583
34444,450.5272099
34445,392.3920098
34446,364.6776582
34447,376.0974219
34448,298.8379816
34449,143.2040457
34450,90.33383173
34451,61.11750555
34452,63.42269789
34453,67.75935154
34454,68.9347547
34455,35.02763159
34456,35.85377927
34457,26.97169331
34458,21.20777429
34459,18.54543775
34460,17.22724879
34461,16.93815831
34462,16.54402958
34463,16.590448
34464,16.19993062
34465,16.12733572
34466,16.17998181
34467,24.73689001
34468,23.80030875
34469,29.84726675
34470,28.94254608
34471,26.36574276
34472,21.48087974
34473,34.36628422
34474,63.49055685
34475,55.20216321
34476,52.33700582
34477,74.08454972
34478,80.97397982
34479,75.62647782
34480,66.29928934
34481,153.0987501
34482,135.5417757
34483,102.7421073
34484,221.4695482
34485,141.4259745
34486,122.2273622
34487,185.5822418
34488,119.9766269
34489,100.6203483
34490,110.8640727
34491,115.7516456
34492,92.06708026
34493,114.7765596
34494,79.06145759
34495,90.4122868
34496,112.1057585
34497,109.6350054
34498,95.70193277
34499,154.0086312
34500,173.4250759
34501,149.2639015
34502,159.5867029
34503,143.1079946
34504,191.5268626
34505,235.2267643
34506,163.5890034
34507,209.8097139
34508,166.2987962
34509,128.0179607
34510,117.0816795
34511,70.72628101
34512,57.01323906
34513,20.58711746
34514,19.5240504
34515,26.00811619
34516,19.66502341
34517,20.46556628
34518,22.91628266
34519,20.78288658
34520,21.88203755
34521,26.10623259
34522,37.76443776
34523,51.27267306
34524,60.97716589
34525,65.35535907
34526,74.9498443
34527,117.140225
34528,138.7834883
34529,136.0384682
34530,147.1075608
34531,154.0244885
34532,124.2092374
34533,120.5218313
34534,138.4873434
34535,160.3252381
34536,154.290361
34537,146.4248296
34538,120.7553949
34539,112.1057585
34540,100.4085056
34541,128.1692195
34542,108.8922735
34543,85.83544218
34544,104.5181164
34545,103.4688762
34546,118.4256059
34547,156.5649037
34548,160.5833143
34549,204.6232699
34550,221.5638835
34551,250.1336613
34552,203.8298609
34553,198.2785862
34554,179.6839102
34555,157.303748
34556,177.522559
34557,184.0755873
34558,191.7645121
34559,244.9705535
34560,334.6896337
34561,197.2255283
34562,263.6804256
34563,268.2665905
34564,229.6052976
34565,266.5553973
34566,249.8880172
34567,191.6061738
34568,218.3330647
34569,198.910823
34570,223.1254559
34571,205.1958457
34572,198.1440063
34573,174.7806743
34574,192.9600388
34575,224.4263631
34576,214.7765161
34577,206.5282571
34578,203.6327952
34579,179.9299652
34580,110.9902947
34581,55.71267822
34582,49.24600635
34583,27.97995221
34584,21.3081256
34585,18.18583122
34586,19.26424136
34587,18.7578674
34588,17.68550814
34589,16.99126345
34590,15.07912028
34591,14.54231672
34592,14.51651453
34593,14.52650877
34594,14.75697668
34595,15.08112735
34596,15.33690694
34597,15.30068813
34598,15.56986776
34599,15.4770983
34600,15.37482174
34601,15.32660177
34602,15.4038098
34603,64.12277545
34604,56.28411943
34605,87.51103711
34606,75.37773375
34607,72.08684063
34608,43.85116919
34609,37.61086049
34610,38.42868478
34611,30.71996401
34612,33.39971675
34613,34.56296592
34614,35.03911762
34615,35.35936684
34616,36.12997473
34617,39.2625029
34618,44.57892476
34619,52.33663255
34620,35.21198085
34621,25.15595707
34622,20.67334163
34623,18.77181822
34624,17.51487487
34625,18.62939519
34626,17.24723787
34627,18.44863967
34628,32.78250852
34629,36.45218327
34630,28.98350269
34631,23.64026705
34632,22.74932254
34633,22.26708699
34634,30.79940861
34635,22.1721927
34636,29.93406071
34637,21.82438921
34638,19.84775545
34639,17.51403567
34640,16.76019482
34641,16.97765158
34642,40.31420499
34643,39.61613994
34644,42.22459775
34645,53.47199062
34646,66.00305159
34647,67.77809412
34648,70.73672495
34649,78.3750386
34650,117.9913
34651,112.0312032
34652,143.1473228
34653,158.3925741
34654,144.4687231
34655,104.8775462
34656,60.64348762
34657,28.62087588
34658,23.33723581
34659,19.88204604
34660,21.23765638
34661,20.36411249
34662,25.5271451
34663,27.03611298
34664,27.23030545
34665,38.8519048
34666,40.3958154
34667,42.21042046
34668,39.9443386
34669,42.20100713
34670,52.11123277
34671,92.86384746
34672,106.4894458
34673,106.0715218
34674,102.3828638
34675,140.3093835
34676,156.9276303
34677,125.8166913
34678,151.0079431
34679,198.3351597
34680,165.6603159
34681,206.5480333
34682,174.1981641
34683,171.1389497
34684,149.404735
34685,154.322286
34686,160.8215622
34687,158.1577965
34688,152.4698315
34689,134.4079384
34690,162.0530204
34691,153.775304
34692,173.3963122
34693,207.090794
34694,179.9882023
34695,138.1329301
34696,119.3935175
34697,147.2864932
34698,146.8051823
34699,238.6883638
34700,161.0378852
34701,138.8149856
34702,124.4120926
34703,113.6543832
34704,98.53656745
34705,112.8149564
34706,100.597681
34707,125.4537357
34708,102.883984
34709,102.2444237
34710,103.9108014
34711,102.7556307
34712,88.41984935
34713,80.70562837
34714,77.29780365
34715,71.13509636
34716,74.16083353
34717,85.26735375
34718,72.55207889
34719,70.91804092
34720,63.05094093
34721,55.24285906
34722,75.40263246
34723,60.2569664
34724,84.67960397
34725,169.1722103
34726,121.9214799
34727,113.9775853
34728,139.6899254
34729,126.3885923
34730,118.6925125
34731,100.1014729
34732,103.4548314
34733,97.78387815
34734,113.5544577
34735,130.5268303
34736,128.5344322
34737,135.7473715
34738,154.6644211
34739,175.2463176
34740,173.778978
34741,172.7465196
34742,159.9947962
34743,236.5094946
34744,251.2862872
34745,272.7607476
34746,265.225312
34747,265.6479127
34748,256.9526025
34749,258.4006627
34750,245.3773187
34751,204.8606552
34752,197.4730087
34753,203.0295553
34754,207.066737
34755,184.5793743
34756,177.1030561
34757,173.6894338
34758,180.0742548
34759,152.6172217
34760,164.1740787
34761,146.7931064
34762,95.8881227
34763,26.70451636
34764,20.54283904
34765,22.48102537
34766,32.24175944
34767,25.20873628
34768,28.43540521
34769,27.52354878
34770,36.68279032
34771,27.8443314
34772,27.60259602
34773,34.12140672
34774,21.78185776
34775,20.11471635
34776,19.21785994
34777,21.51245206
34778,20.34968385
34779,22.4704939
34780,21.12324915
34781,26.72398839
34782,24.24672216
34783,21.65374021
34784,23.91204052
34785,23.92438873
34786,29.01359066
34787,35.36236158
34788,44.81017423
34789,49.26955198
34790,41.12525602
34791,33.13446852
34792,30.36146813
34793,27.46082067
34794,28.62016824
34795,52.38340387
34796,52.54292069
34797,49.43252159
34798,55.83746759
34799,46.36095498
34800,27.20844368
34801,24.8759875
34802,22.63015959
34803,22.31991755
34804,22.30593089
34805,23.58195924
34806,25.03510851
34807,30.03852703
34808,33.49421493
34809,35.24505929
34810,39.6756822
34811,48.55846422
34812,32.71603789
34813,32.48410935
34814,23.78939071
34815,23.03747593
34816,22.56201454
34817,23.19720256
34818,23.12404081
34819,21.24964956
34820,22.8095957
34821,21.13467416
34822,25.18559992
34823,21.15610437
34824,19.34590853
34825,19.30843507
34826,20.73001481
34827,22.26606966
34828,23.55406895
34829,23.56231131
34830,28.06666947
34831,31.79489628
34832,37.16286807
34833,36.61876056
34834,45.05659592
34835,48.63003651
34836,53.9816233
34837,53.5142488
34838,56.73338689
34839,63.96055244
34840,60.71960656
34841,99.71521768
34842,125.7941985
34843,119.3117562
34844,103.8687313
34845,108.3503562
34846,130.7697605
34847,121.6760043
34848,92.70497276
34849,89.44631898
34850,78.83365356
34851,84.83436443
34852,85.56971682
34853,77.91745478
34854,79.53592884
34855,98.46139061
34856,89.31443855
34857,91.63611837
34858,88.01813679
34859,111.7515237
34860,125.9220768
34861,142.4256509
34862,143.2991962
34863,140.6311856
34864,137.5525984
34865,107.3779515
34866,104.1130821
34867,127.5028593
34868,135.4569729
34869,108.8652859
34870,104.938365
34871,70.93863099
34872,69.14479005
34873,66.81313615
34874,50.99635943
34875,52.11535429
34876,54.89083731
34877,65.01142979
34878,82.31548288
34879,96.8952622
34880,100.8032603
34881,115.9604572
34882,138.4743098
34883,144.1724601
34884,139.8298223
34885,127.8807479
34886,160.3475462
34887,133.6469936
34888,155.1135378
34889,171.6008066
34890,157.3673573
34891,141.1786607
34892,136.4686949
34893,164.4963274
34894,151.1386445
34895,172.7717838
34896,141.8323118
34897,155.9558313
34898,72.57720767
34899,31.41392663
34900,34.24281035
34901,38.97902468
34902,36.32209214
34903,30.16961679
34904,27.1522679
34905,41.55244887
34906,21.91921421
34907,22.23257001
34908,22.47777073
34909,21.3771729
34910,21.39633351
34911,18.59046362
34912,19.06651928
34913,28.58762231
34914,25.74986437
34915,24.83963186
34916,38.62301212
34917,30.07277957
34918,32.57700376
34919,24.50827252
34920,22.11928274
34921,38.90192791
34922,52.2624588
34923,58.57419317
34924,63.05879072
34925,69.30685137
34926,69.27277179
34927,69.87796933
34928,62.59508402
34929,70.13720526
34930,61.86471423
34931,61.98115117
34932,54.03987633
34933,50.41093804
34934,51.58997839
34935,51.17376947
34936,51.99166345
34937,55.42896672
34938,62.32559442
34939,76.48680178
34940,100.7494292
34941,96.62339174
34942,99.51690207
34943,103.7469212
34944,86.45078347
34945,88.54048258
34946,74.15657213
34947,50.68879569
34948,45.66928947
34949,61.0865893
34950,51.01207404
34951,46.31845428
34952,81.32525668
34953,64.30186482
34954,39.98725505
34955,37.09849813
34956,20.42761804
34957,19.14409215
34958,19.34004013
34959,21.19440238
34960,19.24092257
34961,19.39995761
34962,20.73705703
34963,17.07593671
34964,17.04160425
34965,16.82523885
34966,16.63375438
34967,16.24940238
34968,16.17568311
34969,16.12942501
