No,AQI
33571,-2.894459876
33572,1.532267356
33573,6.264145313
33574,-10.02568826
33575,11.73733281
33576,-1.492985029
33577,9.904151221
33578,6.828300427
33579,1.608386072
33580,67.09556323
33581,58.37238231
33582,55.59415005
33583,28.51748168
33584,54.16038827
33585,17.95004834
33586,42.06492407
33587,33.24334534
33588,39.71925216
33589,42.90331019
33590,50.20093624
33591,53.587669
33592,79.12984071
33593,82.8217242
33594,122.7939612
33595,92.23502958
33596,123.5218628
33597,95.73183035
33598,124.6596684
33599,124.2520417
33600,131.440726
33601,131.0330993
33602,134.7249828
33603,131.8681418
33604,129.1999177
33605,141.6720008
33606,89.3611788
33607,68.644618
33608,84.43061625
33609,66.99364736
33610,66.79029791
33611,62.48811297
33612,94.90696075
33613,116.9541326
33614,115.2101038
33615,126.9123907
33616,103.8363585
33617,137.4722073
33618,122.3965108
33619,128.2505938
33620,165.6883941
33621,165.5859181
33622,140.151367
33623,169.1851949
33624,149.2890321
33625,144.7818952
33626,136.363865
33627,164.7600104
33628,143.9345078
33629,96.54491515
33630,117.2590003
33631,80.44015986
33632,124.4412188
33633,118.1835872
33634,119.5222666
33635,93.88228714
33636,150.8051097
33637,167.2259514
33638,140.0363511
33639,135.1233884
33640,146.0913079
33641,138.0873702
33642,139.2210976
33643,133.1726066
33644,138.4058442
33645,139.2344209
33646,127.130973
33647,133.8118318
33648,132.6914277
33649,159.8323151
33650,159.6296404
33651,120.5392669
33652,103.9222163
33653,69.66332949
33654,68.12883283
33655,52.5453109
33656,5.14931232
33657,-1.407004186
33658,-6.626918541
33659,-7.128278202
33660,-9.585084506
33661,-10.08644417
33662,9.923805
33663,38.69930324
33664,26.28603977
33665,63.31916532
33666,53.66673265
33667,84.13592487
33668,116.4353715
33669,116.2326968
33670,90.79359115
33671,104.6399417
33672,67.82289877
33673,57.3697468
33674,65.27008228
33675,28.43898155
33676,15.17735232
33677,9.957437966
33678,4.534848876
33679,4.753124118
33680,-4.768975174
33681,-5.889379327
33682,-0.749874656
33683,37.03883104
33684,76.53522868
33685,67.91053361
33686,63.51233848
33687,99.67775142
33688,122.0206811
33689,125.6188316
33690,126.8615008
33691,128.4093207
33692,156.4963851
33693,135.5626154
33694,126.5418758
33695,126.1342491
33696,127.682069
33697,129.3388307
33698,134.9861609
33699,122.0545279
33700,113.331347
33701,97.74782508
33702,92.11381822
33703,89.97661212
33704,92.14386821
33705,86.71481332
33706,84.7825592
33707,90.42988933
33708,119.1821445
33709,116.1080947
33710,116.9366714
33711,130.7830219
33712,145.8655758
33713,153.0542601
33714,154.1879875
33715,178.1755417
33716,143.4169011
33717,181.6723424
33718,163.5266743
33719,158.6054449
33720,159.8481141
33721,163.5399975
33722,157.077414
33723,152.4537433
33724,133.5760953
33725,100.8585626
33726,91.53267223
33727,80.25133523
33728,67.4286441
33729,67.02101739
33730,65.07203655
33731,102.2549953
33732,27.40390843
33733,-0.356270728
33734,-4.443583887
33735,-1.551744987
33736,1.128676137
33737,16.54414735
33738,22.79418691
33739,66.38362896
33740,76.03673635
33741,81.37891575
33742,86.72109516
33743,110.9095231
33744,70.28873117
33745,84.33488911
33746,105.8713682
33747,89.6478865
33748,58.57370761
33749,76.40303454
33750,70.97397965
33751,81.12124635
33752,75.69865726
33753,80.21911744
33754,76.54055721
33755,79.12190581
33756,92.4744887
33757,101.9161783
33758,107.2442999
33759,126.6377818
33760,133.3186406
33761,140.5073249
33762,142.0551448
33763,136.6324401
33764,161.655176
33765,178.0753429
33766,181.4696677
33767,152.5545662
33768,192.2511629
33769,154.0959203
33770,180.8691509
33771,180.3298661
33772,162.8928973
33773,151.916711
33774,118.2743964
33775,135.0981119
33776,149.5628322
33777,143.3052006
33778,143.1025259
33779,148.954808
33780,133.6719703
33781,139.9383449
33782,151.1131278
33783,150.4003503
33784,151.6430195
33785,174.7994615
33786,170.9113691
33787,170.7086943
33788,162.7042803
33789,163.5177328
33790,109.069313
33791,130.4182416
33792,68.58245293
33793,76.28011367
33794,90.23540599
33795,66.18758848
33796,21.67870411
33797,6.71194942
33798,-8.363747056
33799,21.47886849
33800,20.65714926
33801,20.24952255
33802,19.33407038
33803,32.67259545
33804,48.88848514
33805,72.36514221
33806,126.9079098
33807,140.8632022
33808,150.102217
33809,151.3448862
33810,138.9362876
33811,138.5286609
33812,137.8158835
33813,143.4632136
33814,164.0099826
33815,133.8651435
33816,146.3786057
33817,144.0155323
33818,149.6628625
33819,138.7815602
33820,121.6566841
33821,114.6862751
33822,145.4310195
33823,113.7342823
33824,145.016927
33825,137.7344252
33826,137.3267985
33827,152.613238
33828,146.7696989
33829,151.0806269
33830,153.0220157
33831,152.819341
33832,152.716865
33833,156.6137005
33834,115.4747973
33835,155.2715928
33836,123.8887494
33837,129.326939
33838,139.0737793
33839,140.2075067
33840,135.7003698
33841,123.2917712
33842,124.1203479
33843,111.7117493
33844,110.9989718
33845,102.7621742
33846,148.7023447
33847,154.1405343
33848,142.961197
33849,146.6530805
33850,151.8863181
33851,151.1735407
33852,150.4607632
33853,157.3442968
33854,156.6315193
33855,161.9736987
33856,161.0582466
33857,161.8868233
33858,161.4791965
33859,160.7664191
33860,160.0536417
33861,160.8822184
33862,160.4745916
33863,178.2594036
33864,156.8260752
33865,163.9210265
33866,146.9912332
33867,113.3582483
33868,71.32129102
33869,20.27992918
33870,14.97313934
33871,8.32767011
33872,6.089139049
33873,-4.241747873
33874,-6.074929464
33875,-5.327154125
33876,-4.280693859
33877,-7.825528721
33878,-13.24811781
33879,-9.64996727
33880,-6.465909241
33881,-10.86410437
33882,-13.52586265
33883,-5.320376449
33884,14.76954785
33885,62.20309419
33886,68.34593307
33887,30.54135487
33888,16.62106045
33889,29.24680809
33890,19.61464079
33891,15.82601255
33892,7.937874118
33893,-4.049774519
33894,-15.09877846
33895,-25.7477477
33896,-27.9950218
33897,-42.126734
33898,-48.0594258
33899,-37.382659
33900,-7.436952583
33901,10.22655829
33902,13.41061632
33903,14.83697716
33904,26.53926413
33905,31.44994958
33906,43.15223655
33907,38.33235689
33908,38.65957392
33909,37.33649504
33910,36.21609088
33911,41.15064358
33912,40.03023942
33913,37.16580641
33914,28.24641654
33915,15.0160987
33916,7.332912247
33917,-2.49433777
33918,-9.37101384
33919,-30.9954348
33920,-26.87273208
33921,-29.23580543
33922,11.55443328
33923,24.68154058
33924,24.87603662
33925,73.17995518
33926,72.97728045
33927,58.91838591
33928,58.5107592
33929,69.06886282
33930,96.4448028
33931,85.27999961
33932,98.6109925
33933,91.74258317
33934,114.8204164
33935,116.673387
33936,138.735093
33937,107.5426674
33938,107.3399927
33939,115.4231258
33940,111.3095578
33941,103.0964796
33942,86.27028845
33943,99.90749845
33944,97.02738029
33945,96.31460285
33946,95.90697613
33947,105.6538165
33948,114.0642546
33949,119.9165368
33950,125.7688189
33951,125.5661441
33952,133.7716303
33953,113.5444306
33954,107.286799
33955,151.9046251
33956,138.981259
33957,153.8600718
33958,130.37869
33959,140.1255304
33960,152.4189164
33961,158.2711985
33962,122.776588
33963,113.6283789
33964,97.01132828
33965,87.99058865
33966,101.7349993
33967,103.0736787
33968,92.71653695
33969,92.51386221
33970,88.81163315
33971,85.84585037
33972,105.2318001
33973,117.8419472
33974,105.226009
33975,111.4760486
33976,133.5214195
33977,134.9527056
33978,136.5005256
33979,137.3291023
33980,136.6163248
33981,132.1091879
33982,131.0988518
33983,126.2865641
33984,126.9164915
33985,137.7008859
33986,144.8935955
33987,141.9318381
33988,138.9700807
33989,129.9533664
33990,128.5329632
33991,126.6984674
33992,125.3870059
33993,122.011156
33994,116.4912425
33995,117.6289953
33996,109.0263736
33997,105.7594654
33998,102.4925573
33999,109.6852669
34000,106.7235095
34001,103.7617521
34002,100.494844
34003,97.22793587
34004,94.26617847
34005,91.50937304
34006,115.3089841
34007,173.8513152
34008,139.7933056
34009,133.9497665
34010,151.0793074
34011,149.1303266
34012,127.5729322
34013,113.6223048
34014,87.69569885
34015,77.64550873
34016,78.04905726
34017,63.59420622
34018,69.3422114
34019,73.97807916
34020,87.73716255
34021,76.16360642
34022,83.86773297
34023,82.95874659
34024,82.04976021
34025,85.64791076
34026,78.47254976
34027,77.56356338
34028,76.44315923
34029,81.37771192
34030,88.67533797
34031,98.11702758
34032,84.88670974
34033,75.96731988
34034,85.40900948
34035,64.78733265
34036,48.99885874
34037,41.82349774
34038,36.39444285
34039,37.02034481
34040,29.83851801
34041,26.5675845
34042,78.98292508
34043,53.03599398
34044,60.73365472
34045,69.76771762
34046,73.36586816
34047,82.39993105
34048,98.61582074
34049,95.55630501
34050,101.5011938
34051,92.589396
34052,95.97612877
34053,110.8700658
34054,104.1023315
34055,109.4445109
34056,94.59278992
34057,119.4211178
34058,111.3006463
34059,72.21834117
34060,61.14842195
34061,60.52184528
34062,57.55606249
34063,78.16947259
34064,77.34775337
34065,72.42652394
34066,71.7137465
34067,91.10722842
34068,90.19177625
34069,99.63346586
34070,99.22583914
34071,136.9374788
34072,142.7897609
34073,140.4284885
34074,162.6986603
34075,149.7752941
34076,130.184282
34077,176.4501269
34078,173.7894948
34079,152.2495019
34080,147.7423649
34081,143.235228
34082,139.3308005
34083,128.9573237
34084,110.3848265
34085,123.3966706
34086,118.6803932
34087,101.446099
34088,105.2462496
34089,86.27020381
34090,86.89610576
34091,92.03561044
34092,104.3406068
34093,116.6456032
34094,150.8878232
34095,153.2433045
34096,123.3011402
34097,159.9150286
34098,127.8147429
34099,135.6224716
34100,138.2930833
34101,141.6798161
34102,139.011592
34103,130.7025036
34104,127.8456626
34105,121.273011
34106,118.8162047
34107,68.82553428
34108,50.25303703
34109,27.08726194
34110,17.76137159
34111,37.32612881
34112,42.55936643
34113,61.32627168
34114,52.81630947
34115,62.25799908
34116,61.54522164
34117,81.54141299
34118,85.64738899
34119,101.7467449
34120,107.0889243
34121,123.1882802
34122,126.3723382
34123,127.4123327
34124,121.0586909
34125,114.5961073
34126,109.7838197
34127,109.376193
34128,104.5639053
34129,103.8511279
34130,99.03884026
34131,98.63523892
34132,99.26516626
34133,98.94437276
34134,95.67343925
34135,92.89627338
34136,94.03000079
34137,94.85857749
34138,95.68715418
34139,95.27952746
34140,96.82734739
34141,133.2152024
34142,105.0094749
34143,104.6018482
34144,99.68061874
34145,105.5329009
34146,111.385183
34147,158.5622914
34148,129.9588064
34149,129.7561317
34150,162.9919458
34151,150.2735316
34152,149.8659049
34153,155.513235
34154,173.7549134
34155,125.6338206
34156,155.7786597
34157,151.0623823
34158,140.7052405
34159,137.3253652
34160,132.6090878
34161,116.6018623
34162,125.0116258
34163,129.3225537
34164,139.3745448
34165,157.4369393
34166,149.2256621
34167,144.3126994
34168,130.257883
34169,168.5133244
34170,149.0312541
34171,176.0094366
34172,152.3231029
34173,151.9154761
34174,151.5078494
34175,149.1447761
34176,142.6821925
34177,142.6886583
34178,126.1583728
34179,165.0165236
34180,125.2091841
34181,125.2149752
34182,124.8073485
34183,113.8311622
34184,113.4235355
34185,108.5023061
34186,123.0561791
34187,114.6464157
34188,133.6247387
34189,155.7866434
34190,161.6389255
34191,167.9053002
34192,171.8021356
34193,142.7713452
34194,138.8669178
34195,146.1645438
34196,139.7019602
34197,145.3492904
34198,140.334328
34199,135.9220751
34200,133.6679435
34201,136.8660593
34202,126.6015243
34203,118.7862035
34204,59.40722116
34205,91.55840615
34206,71.46021511
34207,64.99763155
34208,49.92373602
34209,53.6156195
34210,71.05365478
34211,80.80049512
34212,96.69717626
34213,101.8366809
34214,107.7815698
34215,111.8875458
34216,111.8940116
34217,111.4863849
34218,135.9619754
34219,114.5344381
34220,120.9894296
34221,128.5922064
34222,144.3864714
34223,102.1317186
34224,118.744691
34225,132.6906502
34226,116.4754353
34227,111.4430714
34228,61.50757963
34229,56.49261725
34230,51.2662371
34231,42.24549747
34232,43.07407416
34233,38.56693724
34234,37.85415981
34235,44.73769334
34236,66.28929664
34237,68.439826
34238,73.97708812
34239,81.67474886
34240,88.76970018
34241,89.99831156
34242,95.34049097
34243,105.2922833
34244,106.4260107
34245,136.6015435
34246,125.2195315
34247,119.1710404
34248,120.3047678
34249,118.355787
34250,115.9927136
34251,115.0772615
34252,109.8508813
34253,101.1277004
34254,91.80181003
34255,87.91410927
34256,88.54001123
34257,89.16591318
34258,88.45313574
34259,100.9839994
34260,131.784308
34261,129.2203608
34262,93.42411338
34263,117.3195877
34264,122.1590932
34265,99.47907023
34266,105.1264004
34267,131.1758075
34268,131.9037091
34269,157.5454895
34270,139.6089619
34271,162.0590922
34272,169.8668209
34273,145.0304247
34274,110.1319698
34275,75.27037351
34276,62.15012368
34277,38.55226795
34278,46.75707943
34279,73.94021394
34280,25.42555232
34281,52.51267663
34282,55.69673466
34283,77.55348868
34284,89.35065963
34285,115.4018078
34286,116.644477
34287,118.2708459
34288,125.8736226
34289,133.3598656
34290,139.0071957
34291,144.6545259
34292,144.2468992
34293,142.0887778
34294,162.8504185
34295,146.6352036
34296,146.4325288
34297,141.9294173
34298,132.912703
34299,133.5138275
34300,124.0854612
34301,118.859081
34302,118.1463036
34303,121.5330363
34304,128.4165699
34305,131.8033026
34306,137.4506328
34307,145.2583615
34308,137.4593758
34309,124.6951759
34310,162.9506173
34311,156.1869612
34312,169.0055741
34313,164.8035879
34314,168.1979127
34315,172.1949469
34316,172.0924709
34317,159.6837619
34318,148.9207944
34319,170.4467295
34320,136.7945456
34321,132.1708749
34322,117.509271
34323,111.0466874
34324,135.6583426
34325,105.5029595
34326,126.6311371
34327,88.27094257
34328,109.6082608
34329,128.5865838
34330,126.4367291
34331,141.7132994
34332,155.575985
34333,114.1266164
34334,128.2903745
34335,152.281859
34336,130.9445408
34337,132.4923607
34338,129.8241366
34339,123.566505
34340,119.2643201
34341,116.9012468
34342,112.3941098
34343,110.1399783
34344,103.6773947
34345,95.3683063
34346,99.06018979
34347,116.9689199
34348,105.5869078
34349,75.63647669
34350,105.1728153
34351,104.4600379
34352,103.7472604
34353,124.1511383
34354,92.05085256
34355,128.0562405
34356,120.0523028
34357,121.483589
34358,122.7262582
34359,122.732724
34360,122.3250972
34361,117.8179603
34362,123.0576637
34363,120.091881
34364,137.089237
34365,136.8865623
34366,135.1425334
34367,134.9398587
34368,134.737184
34369,116.5695599
34370,129.4929261
34371,130.8316054
34372,132.1702848
34373,131.9676101
34374,125.7099785
34375,127.0486579
34376,115.3436174
34377,125.2954097
34378,132.5756343
34379,142.5274266
34380,136.269795
34381,136.0671203
34382,135.8644456
34383,98.51990192
34384,112.7796702
34385,138.3166974
34386,114.3210244
34387,113.9133977
34388,113.5057709
34389,119.1531011
34390,118.7454744
34391,138.2164986
34392,93.80134722
34393,87.33876366
34394,95.95120186
34395,89.48861831
34396,111.0244227
34397,112.3631021
34398,113.7017815
34399,113.2941548
34400,113.09148
34401,124.998719
34402,117.8072812
34403,121.9132572
34404,141.2992069
34405,115.253878
34406,119.1507135
34407,163.5635876
34408,159.3616014
34409,127.3637917
34410,165.5190343
34411,140.0822059
34412,139.8795311
34413,139.4719044
34414,137.1088311
34415,129.1048934
34416,116.2822023
34417,139.3437603
34418,127.0311718
34419,120.7735403
34420,117.5986169
34421,96.67016205
34422,100.3620455
34423,113.4880865
34424,113.2854117
34425,125.2928494
34426,139.7582444
34427,112.6851779
34428,108.5798767
34429,152.9950281
34430,154.4339062
34431,160.2861883
34432,116.3811396
34433,129.0995538
34434,136.2882381
34435,129.8256545
34436,131.1643339
34437,163.6740473
34438,138.2372189
34439,134.5377434
34440,121.8110625
34441,132.7744275
34442,145.2837012
34443,140.5674237
34444,134.3097922
34445,100.1550976
34446,126.1020287
34447,104.5597585
34448,95.7497658
34449,100.5834489
34450,97.42078624
34451,110.1179607
34452,105.1788069
34453,124.4530822
34454,122.1989507
34455,69.2162
34456,69.75255756
34457,60.64455078
34458,54.50918425
34459,58.52828477
34460,51.05423885
34461,50.14525247
34462,43.38398399
34463,47.37342618
34464,19.79539815
34465,18.47231926
34466,15.80409518
34467,12.69735349
34468,17.00532951
34469,50.03846888
34470,39.06228261
34471,7.674774295
34472,10.76394835
34473,46.76287051
34474,77.23273745
34475,66.67064369
34476,100.7181974
34477,122.9685203
34478,108.9259608
34479,96.92091416
34480,100.2023036
34481,138.6457154
34482,142.0324481
34483,143.1661755
34484,159.8781699
34485,159.6754952
34486,155.7874028
34487,143.662955
34488,144.685548
34489,121.1936223
34490,120.7859955
34491,108.6992744
34492,97.41793739
34493,98.24651408
34494,105.3054011
34495,106.6440805
34496,93.92338906
34497,89.41625214
34498,101.0060835
34499,137.7242489
34500,148.0901337
34501,122.6510281
34502,126.3429116
34503,127.8907315
34504,158.4472755
34505,136.4112377
34506,127.6833919
34507,142.3572527
34508,132.0927177
34509,127.28043
34510,124.4095312
34511,101.6437908
34512,84.51891476
34513,28.33804825
34514,10.20283604
34515,-11.42917694
34516,-9.059246119
34517,-18.38513647
34518,17.95707425
34519,-25.51249036
34520,-19.14665155
34521,16.42665577
34522,32.32333692
34523,37.46284159
34524,44.74640982
34525,46.18416175
34526,73.79072189
34527,126.5970527
34528,131.5251396
34529,135.6311156
34530,123.1697892
34531,152.7061278
34532,161.5299838
34533,148.6066176
34534,142.5581265
34535,149.8341626
34536,122.6568191
34537,87.66823313
34538,111.155406
34539,93.92338906
34540,88.07917527
34541,60.18258861
34542,60.80849056
34543,49.94124608
34544,59.18026095
34545,74.6769074
34546,111.8849101
34547,95.15959246
34548,105.0013168
34549,120.8031139
34550,130.5499543
34551,136.1972844
34552,151.9782261
34553,163.8854651
34554,150.7506811
34555,167.5849406
34556,173.5374215
34557,173.3347467
34558,166.3573956
34559,158.5584099
34560,163.6740473
34561,155.4609691
34562,148.6006281
34563,100.4913159
34564,123.3699883
34565,99.47451399
34566,94.96737707
34567,108.093418
34568,107.3806405
34569,110.7673733
34570,112.6127519
34571,111.8999745
34572,109.6458429
34573,122.9984258
34574,112.1311813
34575,105.7775396
34576,99.00980529
34577,117.0646078
34578,116.6569811
34579,120.3488646
34580,120.0870809
34581,124.301324
34582,114.1533227
34583,63.2709195
34584,29.74800262
34585,-2.525779254
34586,-10.3179075
34587,-1.791670062
34588,-14.17707615
34589,-20.52386046
34590,-34.65557266
34591,-42.54371109
34592,-35.85638649
34593,-28.87150319
34594,-21.58146916
34595,-14.29143513
34596,15.46565437
34597,18.85885293
34598,25.73479445
34599,40.82381419
34600,56.11778591
34601,53.44956183
34602,61.65504803
34603,97.76543424
34604,125.3463262
34605,140.1203858
34606,126.2664432
34607,106.0436501
34608,58.97953338
34609,50.16374573
34610,27.39106323
34611,13.34889542
34612,7.714888556
34613,12.032674
34614,12.25094924
34615,12.46922449
34616,14.94050508
34617,23.46674251
34618,30.75677654
34619,31.99185373
34620,27.49573182
34621,10.39137937
34622,13.78457793
34623,4.670105356
34624,12.3677661
34625,48.17334665
34626,26.94896038
34627,38.83986427
34628,57.35670658
34629,67.93105722
34630,76.13654343
34631,33.75831131
34632,3.196512365
34633,-9.626178762
34634,26.98883593
34635,-17.92834987
34636,9.457459367
34637,-16.59613628
34638,-24.57688144
34639,-20.7691987
34640,-28.14723443
34641,-26.90456523
34642,17.76761417
34643,26.80167706
34644,29.98573509
34645,39.84151721
34646,77.36947679
34647,92.85206543
34648,102.293755
34649,114.5987514
34650,114.14714
34651,113.7395133
34652,118.0504413
34653,155.1656894
34654,137.8482063
34655,99.15539184
34656,53.93198893
34657,24.92846585
34658,-8.193766419
34659,-21.21913228
34660,-10.35256251
34661,-21.32694785
34662,-3.783989131
34663,5.54875869
34664,5.141131976
34665,20.94292915
34666,30.68976949
34667,32.33247339
34668,64.01122248
34669,57.33143007
34670,62.9787602
34671,80.92462094
34672,94.35687896
34673,98.04876245
34674,109.3369569
34675,128.8241718
34676,136.6155655
34677,140.307449
34678,143.9993325
34679,154.5363822
34680,141.3078653
34681,142.4264685
34682,127.350772
34683,118.3300324
34684,92.79005331
34685,97.20050532
34686,79.25571096
34687,78.13530681
34688,77.42252937
34689,83.48395201
34690,118.1284839
34691,98.34725237
34692,133.2106462
34693,143.576531
34694,115.7784302
34695,132.2027857
34696,146.1487449
34697,132.8218302
34698,120.103416
34699,137.341224
34700,130.7621066
34701,140.9230395
34702,147.1655468
34703,105.3085515
34704,103.0508779
34705,90.12751169
34706,95.04047438
34707,87.85864759
34708,68.68524185
34709,57.40390485
34710,54.13297134
34711,53.4201939
34712,54.66286311
34713,73.02281636
34714,67.802902
34715,73.1515472
34716,88.84327637
34717,114.6894726
34718,126.3917596
34719,124.4427787
34720,127.2268021
34721,126.3113499
34722,121.4990622
34723,153.2205037
34724,156.9287222
34725,121.1202179
34726,157.4202126
34727,107.0548576
34728,122.132267
34729,115.2555909
34730,110.3343615
34731,118.0180242
34732,98.02289926
34733,97.61459783
34734,91.15201427
34735,80.07743019
34736,89.5191198
34737,94.44720669
34738,106.1494937
34739,129.9245038
34740,133.3153148
34741,135.0680867
34742,146.033729
34743,153.527564
34744,163.4793563
34745,160.8187242
34746,166.7712051
34747,178.2643515
34748,149.2358384
34749,134.7669295
34750,148.9306876
34751,130.3581904
34752,111.4805424
34753,88.50338424
34754,75.47801838
34755,103.7594907
34756,97.50185915
34757,86.32252184
34758,79.85993828
34759,57.39468375
34760,89.09142097
34761,49.29881405
34762,15.47721225
34763,22.87618807
34764,33.55295486
34765,42.89104226
34766,64.08009879
34767,57.11615557
34768,50.23442298
34769,49.3189708
34770,73.51493094
34771,68.7026433
34772,69.74263776
34773,52.6242275
34774,51.91791586
34775,28.14183931
34776,11.02342905
34777,-3.583761845
34778,-15.06130778
34779,-7.081237335
34780,-16.60980243
34781,17.84661458
34782,10.78132159
34783,-21.63058069
34784,17.03476462
34785,14.26586548
34786,28.73126051
34787,34.58354262
34788,85.03332568
34789,57.24748175
34790,34.98956681
34791,46.38670306
34792,41.87956614
34793,51.62640647
34794,58.81509073
34795,99.09868601
34796,127.4039658
34797,79.71681446
34798,127.6066405
34799,55.2920351
34800,20.32149705
34801,35.80234458
34802,-2.857209642
34803,16.41572012
34804,8.631183899
34805,6.060770949
34806,6.481720926
34807,4.744549527
34808,13.77861242
34809,18.51049038
34810,21.48959643
34811,30.52365932
34812,53.43810668
34813,37.65210843
34814,-9.087068474
34815,-6.615787884
34816,-3.93536676
34817,-1.158935445
34818,7.672452715
34819,7.999669745
34820,16.8310579
34821,10.06978942
34822,28.12459194
34823,-2.862969715
34824,-19.78517104
34825,-26.75558006
34826,-25.62185265
34827,15.28238438
34828,5.753819286
34829,-5.124555856
34830,-10.75856272
34831,-12.49573412
34832,-2.122991833
34833,2.608886124
34834,28.05732489
34835,35.13594114
34836,36.17593561
34837,45.50868343
34838,48.69274146
34839,72.09084961
34840,85.93720015
34841,97.56770483
34842,131.2093447
34843,117.677478
34844,119.0039005
34845,130.1809606
34846,125.6615668
34847,121.3436933
34848,99.29073038
34849,85.02269531
34850,72.10739746
34851,45.62649641
34852,47.77635105
34853,10.23540004
34854,5.009019889
34855,2.340795809
34856,16.29608813
34857,26.04292846
34858,54.25219804
34859,64.41313088
34860,74.15997121
34861,68.20636414
34862,87.59984606
34863,79.10214073
34864,75.00909632
34865,102.9681644
34866,108.8204465
34867,118.7722388
34868,123.0831668
34869,101.0302038
34870,88.91753659
34871,90.43389725
34872,42.53647918
34873,46.94693119
34874,35.87701197
34875,32.99630372
34876,31.35694346
34877,30.02739877
34878,40.18872328
34879,44.91413544
34880,50.05364011
34881,59.29265499
34882,74.78930144
34883,78.59012672
34884,88.03181632
34885,93.37399573
34886,122.0348209
34887,115.3713636
34888,145.9407546
34889,132.3086891
34890,147.3819099
34891,153.234192
34892,121.336581
34893,133.8500432
34894,125.8461056
34895,106.9684576
34896,88.50490213
34897,77.22356513
34898,29.336603
34899,6.985346782
34900,9.251675394
34901,2.702216354
34902,-5.591271551
34903,-11.92931281
34904,-9.654241161
34905,2.467869571
34906,-6.750205217
34907,-5.406186244
34908,1.883847786
34909,0.97486141
34910,-0.653368202
34911,15.05469603
34912,29.94104103
34913,13.41243215
34914,27.16504974
34915,26.4522723
34916,77.92470822
34917,45.31431977
34918,63.36912229
34919,10.32859767
34920,3.358188657
34921,25.283742
34922,40.35870392
34923,43.33780997
34924,43.75875995
34925,48.07654539
34926,48.40376242
34927,52.72154787
34928,57.1482751
34929,57.78064285
34930,58.61568534
34931,58.11432568
34932,59.35699488
34933,50.24252231
34934,61.94480928
34935,65.63669277
34936,70.56477966
34937,84.4111302
34938,90.05846033
34939,85.82324617
34940,101.1056075
34941,103.4610889
34942,103.2584141
34943,110.5321729
34944,104.2745413
34945,97.81195779
34946,68.37581793
34947,57.50857345
34948,67.14534577
34949,67.75491267
34950,47.83561717
34951,53.17779657
34952,81.17390726
34953,72.96909578
34954,70.71496421
34955,68.25815791
34956,24.50756465
34957,9.039450302
34958,18.48760571
