No,AQI
33534,183.6587631
33535,149.9669552
33536,146.6709423
33537,175.6445071
33538,151.9689341
33539,162.6247676
33540,166.4578127
33541,158.8040696
33542,131.5316414
33543,29.86707506
33544,26.92367667
33545,24.23002566
33546,22.25146557
33547,19.49532374
33548,18.95736733
33549,17.99486071
33550,17.12088878
33551,17.06961765
33552,17.00902725
33553,16.96112118
33554,16.93215785
33555,16.91142393
33556,16.91142393
33557,16.92229404
33558,16.923005
33559,16.90818141
33560,16.91101476
33561,16.92301563
33562,16.92301563
33563,16.92584897
33564,16.92301563
33565,16.90818141
33566,16.90818141
33567,16.923005
33568,16.97284139
33569,16.99701646
33570,16.99701646
33571,16.99701646
33572,16.98614635
33573,16.98614635
33574,16.98614635
33575,17.2593591
33576,16.98614635
33577,17.2593591
33578,16.99086057
33579,16.99086057
33580,26.39902332
33581,29.59098436
33582,27.70763463
33583,26.66671814
33584,45.7927273
33585,38.05672617
33586,44.56555095
33587,44.67023715
33588,47.67923809
33589,53.05367068
33590,55.45548925
33591,54.74333313
33592,68.88403249
33593,72.70417968
33594,67.74467709
33595,85.66101449
33596,73.58716148
33597,75.02452727
33598,94.12402029
33599,112.4568205
33600,87.00893206
33601,83.92691497
33602,98.17100597
33603,78.81181622
33604,61.86595839
33605,85.17239218
33606,56.57680133
33607,42.9832542
33608,59.68127035
33609,58.41107081
33610,50.18767756
33611,48.80995884
33612,62.48825089
33613,155.4155637
33614,120.9922511
33615,142.0363666
33616,118.9721254
33617,127.1611983
33618,175.30866
33619,199.9269368
33620,260.017133
33621,219.1396852
33622,256.5041944
33623,237.3935444
33624,220.2895219
33625,180.7642923
33626,145.1781788
33627,121.5076924
33628,131.8832726
33629,139.552819
33630,121.8045262
33631,140.9989345
33632,166.9844153
33633,156.9210279
33634,154.1730024
33635,170.347794
33636,201.0528423
33637,246.0032872
33638,289.7891555
33639,253.0267663
33640,298.5647256
33641,234.1375477
33642,240.8831035
33643,230.4279949
33644,234.1806701
33645,222.3799811
33646,200.6862059
33647,193.9157494
33648,178.1613834
33649,189.1636769
33650,192.9846703
33651,136.8370579
33652,112.9605486
33653,84.57320618
33654,56.04829246
33655,34.90114441
33656,30.88141012
33657,29.84320667
33658,28.41669275
33659,27.24073714
33660,26.34158708
33661,25.7419617
33662,26.31164081
33663,35.58879908
33664,40.455089
33665,36.13774382
33666,49.55370323
33667,57.02286545
33668,65.38096928
33669,65.67814452
33670,58.25948519
33671,59.64673228
33672,45.9910348
33673,31.9272162
33674,31.17174935
33675,25.35899645
33676,30.86908157
33677,28.39447583
33678,25.31297789
33679,24.47073399
33680,24.17177005
33681,23.61478241
33682,23.45197689
33683,45.17696525
33684,48.74671651
33685,56.48192399
33686,32.75310427
33687,89.39932106
33688,108.6249273
33689,103.1954389
33690,102.0049874
33691,83.99095575
33692,125.8201919
33693,108.9624487
33694,90.94557162
33695,86.78757485
33696,88.54091902
33697,79.80286341
33698,81.42458579
33699,82.82644656
33700,84.89887554
33701,88.89593477
33702,79.06839173
33703,72.96661825
33704,70.40998686
33705,69.46383696
33706,69.09242115
33707,69.20852741
33708,99.03367705
33709,88.2474097
33710,94.42988832
33711,108.3232828
33712,158.3618571
33713,135.7222167
33714,128.717799
33715,136.2841263
33716,167.9862601
33717,152.9406859
33718,130.3415124
33719,127.3099277
33720,132.9510186
33721,121.6075237
33722,127.9403264
33723,170.563679
33724,140.3629199
33725,95.21077759
33726,84.56900082
33727,81.71251563
33728,82.58064731
33729,83.19694069
33730,83.40934003
33731,79.33206797
33732,29.93688519
33733,27.28102925
33734,25.32352066
33735,23.56563893
33736,21.41301746
33737,31.34734595
33738,31.30342594
33739,34.4052265
33740,32.01516558
33741,30.90129697
33742,27.52732739
33743,50.37256133
33744,31.88741672
33745,49.32211938
33746,50.36447906
33747,60.68610186
33748,48.23313335
33749,86.53299811
33750,85.90804369
33751,78.1957605
33752,68.91504754
33753,70.86738874
33754,68.02813845
33755,71.01005953
33756,71.58543512
33757,69.08572698
33758,90.01240421
33759,87.66193274
33760,90.05319373
33761,89.70808802
33762,89.73855469
33763,161.6152313
33764,162.2515965
33765,141.1989895
33766,140.5329516
33767,125.5532105
33768,128.1073358
33769,134.0841907
33770,149.3948034
33771,172.4513967
33772,153.6936988
33773,132.5997222
33774,145.1514179
33775,160.4033823
33776,166.6636826
33777,164.895
33778,170.9335792
33779,179.8975734
33780,169.4133905
33781,222.9690735
33782,219.9495113
33783,214.2765949
33784,206.8012862
33785,199.6906738
33786,256.2857609
33787,253.8837017
33788,227.9833936
33789,181.2677221
33790,81.45957884
33791,73.25093976
33792,31.39443956
33793,28.33677005
33794,29.06330398
33795,48.99802735
33796,32.59030506
33797,30.29088528
33798,27.90637576
33799,37.95549685
33800,35.81461805
33801,35.88007172
33802,37.91398685
33803,45.13491448
33804,50.79539451
33805,62.42613805
33806,131.8152915
33807,144.3876596
33808,137.8535911
33809,142.8863893
33810,167.4179194
33811,290.4942994
33812,233.3424407
33813,183.422641
33814,169.4775333
33815,167.925196
33816,167.2860381
33817,181.9467605
33818,183.6354934
33819,200.4188838
33820,126.6804967
33821,122.4550226
33822,137.2446146
33823,147.5482834
33824,141.5189463
33825,167.524254
33826,179.7503817
33827,129.4126152
33828,146.8049859
33829,173.704959
33830,184.119855
33831,156.0675929
33832,160.258242
33833,181.3028442
33834,191.3196598
33835,204.9096117
33836,160.3580412
33837,247.1970693
33838,221.9429104
33839,215.5448486
33840,191.2569636
33841,192.5849447
33842,192.6085028
33843,157.0197826
33844,158.2890017
33845,140.5040629
33846,147.5802462
33847,156.0028718
33848,174.2528491
33849,171.7624769
33850,160.6899358
33851,162.6720162
33852,154.1119706
33853,171.7146835
33854,169.8524079
33855,165.8702978
33856,153.1330172
33857,148.3879264
33858,144.9338964
33859,137.5949105
33860,135.5658871
33861,132.5664381
33862,130.4643722
33863,231.9224184
33864,239.3150887
33865,225.9667352
33866,219.0819926
33867,135.8465046
33868,58.66338031
33869,27.95323772
33870,23.71171129
33871,22.04506885
33872,20.99304565
33873,20.86349463
33874,20.7682853
33875,20.50797975
33876,20.33448019
33877,32.74533352
33878,30.37729547
33879,28.13456932
33880,26.48559613
33881,25.95821681
33882,25.23228737
33883,24.38569447
33884,24.07870692
33885,48.22710168
33886,31.90607747
33887,26.36575307
33888,24.13856632
33889,23.23175767
33890,21.81531622
33891,19.08644987
33892,17.98541995
33893,17.49876908
33894,17.12443309
33895,17.18729675
33896,17.19065729
33897,17.17050305
33898,17.17050305
33899,17.037339
33900,16.92249325
33901,16.93570215
33902,16.93570215
33903,30.95464311
33904,31.15015459
33905,32.78745346
33906,32.74533781
33907,27.98140913
33908,24.12150362
33909,23.92759971
33910,23.13908938
33911,22.87599328
33912,21.76783479
33913,19.22657422
33914,19.95257084
33915,17.99528376
33916,17.48789898
33917,17.06565691
33918,17.07652702
33919,17.06170343
33920,17.02454492
33921,17.00972134
33922,47.20324675
33923,47.65884832
33924,49.84993258
33925,49.22803722
33926,49.25554546
33927,48.18765302
33928,48.42832164
33929,55.75003642
33930,50.00341505
33931,48.54228731
33932,50.05960173
33933,52.34684117
33934,57.14398591
33935,64.95925455
33936,91.31084825
33937,67.58021901
33938,67.76558035
33939,53.14038184
33940,60.20512399
33941,61.82506163
33942,64.93163765
33943,80.58607955
33944,84.97693233
33945,88.26822288
33946,95.37187298
33947,88.24781742
33948,88.6463797
33949,93.59347847
33950,90.30883073
33951,92.46051171
33952,93.01846394
33953,115.3478856
33954,105.3949091
33955,150.706671
33956,118.0928955
33957,139.1792348
33958,156.9053903
33959,183.521988
33960,155.6835645
33961,131.1998945
33962,192.3209885
33963,146.4945453
33964,127.2728928
33965,78.4008345
33966,78.75063009
33967,86.42771844
33968,84.72057879
33969,88.22272983
33970,86.23863174
33971,88.35742786
33972,77.92276012
33973,108.6811027
33974,101.5953301
33975,114.0687992
33976,142.4901076
33977,162.6494482
33978,160.8132181
33979,167.3656058
33980,141.7592736
33981,129.7577292
33982,95.37943388
33983,95.49239083
33984,98.4090074
33985,97.31896
33986,93.17290945
33987,87.57708823
33988,87.5828166
33989,88.09905061
33990,86.33972191
33991,85.59212494
33992,89.31773199
33993,87.31163276
33994,86.53168044
33995,85.2498502
33996,84.85264482
33997,84.25363294
33998,84.06135562
33999,82.13257046
34000,81.77940613
34001,81.24859234
34002,81.06898529
34003,80.71692039
34004,80.71692039
34005,80.71692039
34006,133.3402861
34007,175.0756726
34008,197.7346372
34009,219.3757215
34010,266.4921317
34011,207.3154354
34012,203.9991956
34013,82.76320028
34014,53.76634566
34015,44.84513492
34016,45.420794
34017,50.29298507
34018,41.60916184
34019,31.28339054
34020,26.47769869
34021,24.42936408
34022,23.73660885
34023,21.06478806
34024,19.5352112
34025,19.10927606
34026,18.45301571
34027,18.15918721
34028,17.59027586
34029,17.45113722
34030,17.49816137
34031,17.44617927
34032,17.44617927
34033,17.26839373
34034,17.31541788
34035,17.12239639
34036,17.02777352
34037,17.0230593
34038,17.0230593
34039,16.98614635
34040,16.99701646
34041,16.99701646
34042,40.71114074
34043,27.01163826
34044,27.08398822
34045,29.20247572
34046,25.57401611
34047,25.51173795
34048,31.06079015
34049,25.95466966
34050,27.02615695
34051,24.33184257
34052,23.84342893
34053,22.56997498
34054,21.78728802
34055,20.10637644
34056,32.33467513
34057,33.26122975
34058,42.12380426
34059,28.37149924
34060,25.66285509
34061,26.58685643
34062,26.59975966
34063,39.43575328
34064,44.77822416
34065,46.40895934
34066,48.53753386
34067,68.49439103
34068,69.53902348
34069,70.91717064
34070,71.52492953
34071,107.480164
34072,107.3722833
34073,119.4477525
34074,118.144843
34075,113.9015062
34076,134.514874
34077,138.5725365
34078,112.8097892
34079,156.1702616
34080,126.592683
34081,105.890728
34082,94.81090937
34083,80.04643818
34084,49.06954054
34085,84.38955867
34086,85.50106351
34087,82.83172522
34088,66.85349216
34089,69.14956729
34090,70.81148779
34091,78.28639101
34092,104.7896252
34093,113.1490039
34094,115.5852247
34095,147.192548
34096,195.1586029
34097,149.0974019
34098,207.8537408
34099,192.9503529
34100,136.872604
34101,157.1434681
34102,122.9911182
34103,106.1581705
34104,56.98258665
34105,67.48033967
34106,61.48968208
34107,37.80752498
34108,35.53169256
34109,25.86569602
34110,26.8773486
34111,43.63386021
34112,43.9214873
34113,52.2370305
34114,58.56193776
34115,65.65686114
34116,69.58273131
34117,112.8101305
34118,112.3229716
34119,97.17965509
34120,95.69657682
34121,106.2472714
34122,147.7780368
34123,125.6600742
34124,104.7326744
34125,115.9995714
34126,113.9190179
34127,115.0440186
34128,111.9053099
34129,116.1710879
34130,121.5205792
34131,143.8522519
34132,149.3500419
34133,166.0321742
34134,152.7831197
34135,173.8422743
34136,175.6918865
34137,171.4389796
34138,167.1181501
34139,166.4623626
34140,160.6545712
34141,126.6446951
34142,200.4564482
34143,197.3181186
34144,165.1448636
34145,188.5635406
34146,176.1454013
34147,155.0444671
34148,189.5582211
34149,182.3247033
34150,165.302661
34151,191.1438559
34152,231.2440368
34153,251.2298697
34154,159.955981
34155,187.2887388
34156,185.0629331
34157,221.3198467
34158,203.6664802
34159,212.7780421
34160,223.7856741
34161,161.5207105
34162,133.403767
34163,188.184309
34164,218.5225217
34165,249.6905653
34166,256.9233044
34167,329.1134974
34168,317.1308276
34169,295.0891833
34170,408.8898464
34171,402.3654755
34172,319.0922532
34173,350.4574013
34174,350.7444914
34175,265.9902876
34176,270.3178682
34177,241.7747155
34178,189.9764649
34179,269.4863297
34180,172.5873939
34181,185.2934051
34182,201.1490395
34183,260.2159339
34184,267.397392
34185,277.8784618
34186,223.805625
34187,242.1838933
34188,175.7247183
34189,215.6950217
34190,231.4598831
34191,310.9557277
34192,352.3951589
34193,336.0814153
34194,285.6745787
34195,319.5916048
34196,293.3338608
34197,306.4458062
34198,285.7145724
34199,294.1402125
34200,270.9516766
34201,235.0107063
34202,223.7745865
34203,225.7298308
34204,78.56750701
34205,134.3058387
34206,103.2105158
34207,82.66914153
34208,74.02180623
34209,71.56743516
34210,88.64281679
34211,98.67085113
34212,140.5091121
34213,172.6285443
34214,233.6942479
34215,228.9555743
34216,193.5332901
34217,189.8131045
34218,147.2178014
34219,111.3330307
34220,96.99395729
34221,93.7304739
34222,114.0817176
34223,123.2318247
34224,111.6519606
34225,124.2610745
34226,108.1502274
34227,116.7866974
34228,73.62333055
34229,62.91373581
34230,60.62509185
34231,62.25609052
34232,65.16866549
34233,63.53246885
34234,63.64549096
34235,63.75582803
34236,70.71679457
34237,69.28287211
34238,73.34251065
34239,73.00055232
34240,75.7288922
34241,71.4979598
34242,78.6066575
34243,96.68465707
34244,98.37997186
34245,113.1493506
34246,103.189089
34247,96.5243516
34248,95.74123815
34249,89.90565571
34250,85.57732373
34251,84.68123767
34252,92.71947955
34253,87.89291452
34254,86.80049984
34255,73.89135954
34256,71.59810417
34257,70.02014427
34258,69.67304489
34259,72.76625175
34260,120.0816742
34261,182.5661637
34262,112.1101903
34263,106.6846033
34264,131.1272034
34265,119.3967297
34266,116.006811
34267,134.0543418
34268,127.7002657
34269,123.8459294
34270,133.0407741
34271,127.9235052
34272,128.6491656
34273,167.7665181
34274,122.4317185
34275,57.28368134
34276,42.61265827
34277,46.17948244
34278,39.97039036
34279,46.05545364
34280,37.82090347
34281,45.60667721
34282,48.56345114
34283,69.78742437
34284,86.323597
34285,91.82506057
34286,95.08902082
34287,122.7051307
34288,114.2289804
34289,158.5127398
34290,128.4388366
34291,124.9798823
34292,124.6115069
34293,138.0663808
34294,173.0976336
34295,207.4550701
34296,212.2691471
34297,207.0498217
34298,165.4219309
34299,179.1436107
34300,207.3714794
34301,198.0719293
34302,193.1343304
34303,210.0278341
34304,221.2459106
34305,258.9440205
34306,270.4799699
34307,276.8788672
34308,271.59356
34309,290.4735825
34310,285.4025574
34311,211.8234619
34312,240.0595125
34313,254.0517315
34314,249.8668943
34315,302.9026616
34316,315.5401204
34317,276.3657913
34318,241.5092002
34319,213.5381639
34320,270.2952406
34321,179.9879105
34322,274.7682271
34323,259.0781491
34324,219.5790461
34325,252.4606208
34326,238.9429044
34327,238.1787457
34328,209.0572725
34329,203.7512772
34330,242.9217973
34331,247.3892918
34332,228.5252664
34333,218.0844181
34334,270.5241472
34335,200.9911867
34336,286.115963
34337,273.3633004
34338,260.2175306
34339,280.3231042
34340,244.7897121
34341,265.8495376
34342,250.9437495
34343,256.4523896
34344,247.8733728
34345,244.3028414
34346,231.7456697
34347,147.6469227
34348,209.1008732
34349,281.2703098
34350,294.4137135
34351,286.2371322
34352,301.9448901
34353,238.2512201
34354,227.3991631
34355,223.8504942
34356,226.8932582
34357,228.6672283
34358,229.7528061
34359,265.8984388
34360,257.5997687
34361,250.0684567
34362,233.5286335
34363,234.6248749
34364,180.3205346
34365,187.7779768
34366,167.0615733
34367,175.3306599
34368,196.1935432
34369,163.9336827
34370,178.9004301
34371,204.6041758
34372,204.0904635
34373,200.1040181
34374,243.6815463
34375,246.968758
34376,209.3829346
34377,259.844922
34378,234.9863394
34379,223.8014806
34380,255.482459
34381,256.0363386
34382,280.8752443
34383,280.5302325
34384,285.4336616
34385,266.1741812
34386,287.8835802
34387,289.7457291
34388,277.8662521
34389,287.0476762
34390,279.1353715
34391,239.7841389
34392,279.8304707
34393,260.2491011
34394,240.5807218
34395,187.7407463
34396,225.672919
34397,239.2783929
34398,294.2167299
34399,309.6498692
34400,364.8302873
34401,345.473238
34402,246.6620374
34403,235.3777859
34404,227.092605
34405,272.6310473
34406,283.2279492
34407,226.7022273
34408,261.9530618
34409,365.0994428
34410,288.3217865
34411,396.0949865
34412,393.9494524
34413,345.6931922
34414,285.0159238
34415,270.9066251
34416,246.3531117
34417,237.1482172
34418,242.2266245
34419,286.8058743
34420,350.1350969
34421,295.4862219
34422,300.8308627
34423,348.3190102
34424,358.1453317
34425,319.0888063
34426,329.0450044
34427,340.7175443
34428,350.1912656
34429,342.8965527
34430,392.4313743
34431,380.3277218
34432,357.4951321
34433,378.5864197
34434,366.615673
34435,311.6966134
34436,312.1533583
34437,309.5909333
34438,331.2441838
34439,356.8040528
34440,345.6165002
34441,255.8277141
34442,312.7241966
34443,326.5487715
34444,414.1440446
34445,372.5237237
34446,316.146757
34447,343.0597037
34448,322.9531454
34449,96.22795139
34450,71.30486223
34451,59.51243473
34452,76.90594235
34453,84.87840194
34454,82.23193517
34455,37.93236679
34456,39.46592272
34457,30.80950382
34458,24.66504709
34459,20.15679976
34460,18.66755469
34461,18.24418324
34462,17.7882175
34463,17.9655142
34464,17.71062929
34465,17.6586472
34466,17.75877807
34467,31.21435234
34468,30.92896572
34469,41.61562641
34470,37.50948592
34471,34.99718011
34472,29.28964382
34473,43.23888042
34474,69.52487896
34475,61.4463918
34476,72.25458631
34477,96.95735215
34478,86.47270652
34479,98.98606878
34480,84.77386248
34481,166.500663
34482,145.3257147
34483,134.5584035
34484,196.4223321
34485,182.3419434
34486,158.5193977
34487,199.3384077
34488,148.3697796
34489,137.0803074
34490,142.3537152
34491,117.3485829
34492,102.2597865
34493,128.1380839
34494,85.22443909
34495,91.24087992
34496,99.96507851
34497,101.1005486
34498,93.31507749
34499,157.7956264
34500,185.8716021
34501,134.0776917
34502,150.5504387
34503,132.7996524
34504,181.1508419
34505,241.1192387
34506,167.1445118
34507,217.4127519
34508,149.413114
34509,130.2609255
34510,129.2946853
34511,80.33648462
34512,62.58554378
34513,25.78432493
34514,24.07194616
34515,24.89702922
34516,23.65896202
34517,23.11676801
34518,35.13860763
34519,28.80399675
34520,27.16848862
34521,34.73722552
34522,40.64526805
34523,46.37991492
34524,55.21170085
34525,56.93140698
34526,68.49799818
34527,123.9186737
34528,133.2772646
34529,125.0177118
34530,149.1679144
34531,161.6098332
34532,147.3047252
34533,143.7454608
34534,152.4223766
34535,176.8593257
34536,154.53572
34537,151.1472267
34538,107.0144686
34539,99.96507851
34540,66.50778197
34541,76.52965931
34542,74.74043404
34543,61.25447269
34544,75.15844967
34545,79.98970896
34546,101.2235857
34547,131.7519309
34548,143.657392
34549,167.9450872
34550,199.6745599
34551,208.8719693
34552,185.686987
34553,207.7437163
34554,185.7986
34555,167.7559284
34556,203.9278684
34557,201.2880458
34558,227.4020959
34559,230.6587107
34560,309.5909333
34561,203.397299
34562,224.3260975
34563,215.5465825
34564,189.6340558
34565,203.086941
34566,204.5882786
34567,150.5874013
34568,181.8704268
34569,181.3659079
34570,209.840621
34571,195.5887415
34572,155.3071377
34573,151.7021491
34574,173.9930764
34575,180.8788522
34576,149.757952
34577,170.9012116
34578,169.3368913
34579,157.2893385
34580,146.1034795
34581,102.0000364
34582,73.31275223
34583,38.38916619
34584,28.66965899
34585,24.28306781
34586,24.09054386
34587,23.50789231
34588,21.41566194
34589,19.57629191
34590,18.24760548
34591,17.45074631
34592,17.29873651
34593,17.21453877
34594,17.08486943
34595,17.00810826
34596,16.960712
34597,16.97553559
34598,16.97270224
34599,16.96112118
34600,16.93215785
34601,16.93215785
34602,17.11631632
34603,79.08522299
34604,88.02901936
34605,114.2821295
34606,94.06544991
34607,85.64328065
34608,46.46065624
34609,44.57385027
34610,44.03985912
34611,39.03961305
34612,40.70642928
34613,46.09407514
34614,46.11328939
34615,48.00899825
34616,47.85950003
34617,49.39119252
34618,51.36805963
34619,55.28606794
34620,33.11942666
34621,31.22660773
34622,27.17041416
34623,25.21980844
34624,24.27510967
34625,24.0898745
34626,23.829158
34627,23.38474224
34628,38.29735297
34629,40.58284288
34630,31.57757716
34631,29.97473909
34632,28.30663416
34633,28.04524725
34634,43.08878448
34635,29.94640432
34636,41.30037269
34637,29.09408181
34638,27.75564524
34639,24.45993045
34640,24.04873868
34641,24.14424784
34642,43.20809392
34643,45.39166071
34644,47.8815585
34645,53.9809249
34646,71.98503322
34647,72.32245674
34648,75.44232013
34649,91.55439307
34650,136.9534804
34651,126.9094044
34652,156.2645027
34653,154.0548178
34654,168.5153658
34655,100.3124305
34656,53.47125697
34657,30.34296993
34658,29.17821634
34659,26.88371989
34660,29.10280931
34661,27.9829135
34662,35.83633892
34663,35.30532747
34664,35.38605617
34665,43.19494709
34666,44.69242776
34667,47.69551276
34668,47.28324765
34669,47.79341044
34670,60.65162087
34671,88.52804114
34672,89.1575048
34673,91.35258897
34674,102.6931832
34675,138.542555
34676,151.5159199
34677,124.8575213
34678,129.5417978
34679,213.5926422
34680,157.5990499
34681,205.3407462
34682,171.5289237
34683,143.3995414
34684,117.3857857
34685,104.9135445
34686,103.3018985
34687,111.5525014
34688,102.8015127
34689,106.8610217
34690,123.6269533
34691,124.645838
34692,152.7968281
34693,194.5217112
34694,159.0372688
34695,137.4718898
34696,121.0403065
34697,158.4786755
34698,154.3008568
34699,197.9402039
34700,164.5499919
34701,141.2378658
34702,127.8786403
34703,134.7068863
34704,86.61405779
34705,92.78340733
34706,76.16537822
34707,88.5371937
34708,76.23197069
34709,68.72168028
34710,68.37603563
34711,71.11829874
34712,65.20743951
34713,72.67587146
34714,69.64451681
34715,68.30738773
34716,76.59460681
34717,86.2762927
34718,84.99292416
34719,86.77426171
34720,93.57611747
34721,83.14150217
34722,83.09811153
34723,108.861992
34724,132.109237
34725,197.0268807
34726,148.7199994
34727,145.6829296
34728,136.806248
34729,138.812062
34730,132.1740817
34731,108.7058504
34732,102.4426753
34733,99.6026285
34734,113.2059269
34735,113.9499911
34736,129.1334243
34737,132.02477
34738,145.5327367
34739,151.7231915
34740,176.5551588
34741,161.7669336
34742,177.302985
34743,213.2698432
34744,248.852971
34745,273.8135656
34746,254.929696
34747,252.8044361
34748,243.2861902
34749,254.1620262
34750,223.0813045
34751,188.6905286
34752,168.5402815
34753,150.7613452
34754,141.0823041
34755,124.1916577
34756,122.5822904
34757,122.1749229
34758,129.7334347
34759,98.15847852
34760,108.5880685
34761,92.48077186
34762,44.61761542
34763,31.85224895
34764,30.70457994
34765,31.33535434
34766,38.38524934
34767,38.12992736
34768,35.51180424
34769,33.61412121
34770,41.31553598
34771,36.15259041
34772,37.43129504
34773,31.88871277
34774,26.87710276
34775,25.20136303
34776,23.71784254
34777,28.04437324
34778,26.24710918
34779,29.35823369
34780,27.98641137
34781,35.16177675
34782,34.38526229
34783,28.40887145
34784,35.86166746
34785,35.34387045
34786,37.95953045
34787,41.59544911
34788,59.25061819
34789,49.3482977
34790,34.17575497
34791,33.5153022
34792,31.74910757
34793,31.3212144
34794,29.96371425
34795,60.97803225
34796,82.89718355
34797,61.17167369
34798,77.53249326
34799,51.04493628
34800,31.67549248
34801,36.20823914
34802,30.03564223
34803,34.67445269
34804,33.31766621
34805,33.7310301
34806,35.72968533
34807,40.00141442
34808,44.36792377
34809,45.36692006
34810,49.33667219
34811,52.65567058
34812,39.61770167
34813,33.25047046
34814,28.27617662
34815,26.4906942
34816,25.97759778
34817,25.47744742
34818,24.34209811
34819,22.54644584
34820,21.8206928
34821,21.62705498
34822,21.63824712
34823,20.25333155
34824,19.96124181
34825,19.83541379
34826,20.53342688
34827,32.76844653
34828,34.68836983
34829,32.95976011
34830,35.05416116
34831,40.69798569
34832,46.94651039
34833,47.66038782
34834,51.55916372
34835,54.2584108
34836,56.06175023
34837,58.64983511
34838,58.13209203
34839,62.43533586
34840,68.52975027
34841,125.3622791
34842,143.4311725
34843,133.3194521
34844,131.0209332
34845,129.8649684
34846,158.1124334
34847,120.5172334
34848,83.04975317
34849,80.42376153
34850,69.28818813
34851,65.90201719
34852,66.81868981
34853,56.72125222
34854,54.00690512
34855,58.58005289
34856,65.07405987
34857,77.46163689
34858,78.76715622
34859,86.88615704
34860,95.54138788
34861,99.41754488
34862,106.0662698
34863,96.24673779
34864,81.58157727
34865,87.19457336
34866,93.91829306
34867,119.4401549
34868,131.258296
34869,98.7255873
34870,91.52308256
34871,81.26585608
34872,58.24461633
34873,66.60992241
34874,52.63675893
34875,49.56147182
34876,58.47996262
34877,62.27823111
34878,79.83951013
34879,79.13692693
34880,80.13236011
34881,87.34961579
34882,105.308956
34883,106.9245207
34884,108.0195815
34885,105.2924503
34886,170.5695654
34887,138.8759941
34888,168.4974465
34889,191.1225587
34890,163.4351586
34891,153.9458665
34892,153.1596506
34893,190.4775545
34894,174.9992009
34895,145.8570925
34896,129.0326488
34897,131.7463157
34898,44.87628261
34899,34.52192364
34900,32.92064406
34901,29.91287308
34902,29.34351926
34903,28.75414457
34904,28.03437586
34905,28.69162458
34906,24.8840088
34907,24.39160011
34908,23.37783599
34909,22.54393619
34910,22.54393619
34911,21.6420345
34912,21.78488778
34913,36.72009923
34914,33.19809747
34915,31.81164016
34916,53.6262221
34917,38.32101859
34918,40.80037841
34919,31.44260064
34920,32.41386782
34921,48.68388319
34922,64.30571712
34923,69.79072301
34924,71.80102402
34925,81.0400449
34926,78.53138147
34927,83.89445624
34928,80.69643835
34929,75.31250664
34930,72.49414408
34931,72.06876581
34932,67.08704094
34933,63.33150682
34934,65.77715608
34935,66.02766234
34936,68.78546851
34937,68.18315376
34938,73.06478722
34939,94.24595623
34940,113.8364948
34941,115.2295815
34942,115.6008544
34943,102.3584051
34944,91.15318448
34945,100.0716898
34946,55.54816712
34947,43.52816419
34948,51.93735752
34949,58.12906691
34950,47.55291056
34951,45.46315571
34952,91.78947847
34953,71.61066086
34954,48.53913324
34955,46.12287712
34956,27.53699994
34957,25.56774005
34958,25.20159177
34959,24.76896907
34960,23.98869928
34961,22.83868883
34962,20.60733012
34963,18.91157661
34964,18.59128996
34965,18.31719249
34966,17.97792201
34967,17.94589632
